TRIP ID,START TIME,STOP TIME,BIKE ID,TRIP DURATION,FROM STATION ID,FROM STATION NAME,TO STATION ID,TO STATION NAME,USER TYPE,GENDER,BIRTH YEAR,FROM LATITUDE,FROM LONGITUDE,FROM LOCATION,TO LATITUDE,TO LONGITUDE,TO LOCATION
25961544,12/31/2019 12:58:59 PM,12/31/2019 01:27:35 PM,682,1716,118,Sedgwick St & North Ave,289,Wells St & Concord Ln,Subscriber,Male,1989,41.911386,-87.638677,POINT (-87.638677 41.911386),41.912133,-87.634656,POINT (-87.634656 41.912133)
25961543,12/31/2019 12:58:36 PM,12/31/2019 01:18:43 PM,5654,1206,106,State St & Pearson St,72,Wabash Ave & 16th St,Subscriber,Female,1991,41.897448,-87.628722,POINT (-87.628722 41.897448),41.860384,-87.625813,POINT (-87.625813 41.860384)
25961542,12/31/2019 12:58:17 PM,12/31/2019 01:14:06 PM,6013,949,223,Clifton Ave & Armitage Ave,56,Desplaines St & Kinzie St,Subscriber,Male,1989,41.918216,-87.656936,POINT (-87.656936 41.918216),41.888716036,-87.644447853,POINT (-87.6444478533 41.888716036)
25961540,12/31/2019 12:58:14 PM,12/31/2019 01:04:06 PM,5336,352,342,Wolcott Ave & Polk St,275,Ashland Ave & 13th St,Subscriber,Female,1987,41.871262,-87.673688,POINT (-87.673688 41.871262),41.865234,-87.666507,POINT (-87.666507 41.865234)
25961541,12/31/2019 12:58:11 PM,12/31/2019 01:02:26 PM,6315,255,115,Sheffield Ave & Wellington Ave,300,Broadway & Barry Ave,Subscriber,Male,1993,41.936266,-87.652662,POINT (-87.652662 41.936266),41.937725,-87.644095,POINT (-87.644095 41.937725)
25961537,12/31/2019 12:57:08 PM,12/31/2019 12:59:21 PM,3349,132,206,Halsted St & Archer Ave,207,Emerald Ave & 28th St,Subscriber,Male,1986,41.847203,-87.646795,POINT (-87.646795 41.847203),41.84358,-87.645368,POINT (-87.645368 41.84358)
25961539,12/31/2019 12:57:05 PM,12/31/2019 01:01:43 PM,1848,278,296,Broadway & Belmont Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1984,41.940106,-87.645451,POINT (-87.645451 41.940106),41.945529,-87.646439,POINT (-87.646439 41.945529)
25961538,12/31/2019 12:57:02 PM,12/31/2019 01:02:08 PM,5751,305,312,Clarendon Ave & Gordon Ter,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1991,41.957879,-87.649519,POINT (-87.649519 41.957879),41.954245,-87.654406,POINT (-87.654406 41.954245)
25961536,12/31/2019 12:56:37 PM,12/31/2019 01:02:47 PM,6023,370,75,Canal St & Jackson Blvd,39,Wabash Ave & Adams St,Subscriber,Male,1985,41.877245,-87.639366,POINT (-87.639366 41.877245),41.879472352,-87.625688606,POINT (-87.6256886059 41.87947235235)
25961535,12/31/2019 12:54:32 PM,12/31/2019 01:04:51 PM,5675,619,515,Paulina St & Howard St,625,Chicago Ave & Dempster St,Subscriber,Male,1989,42.019159,-87.673573,POINT (-87.673573 42.019159),42.041691,-87.680687,POINT (-87.680687 42.041691)
25961534,12/31/2019 12:54:25 PM,12/31/2019 01:08:21 PM,6196,836,16,Paulina Ave & North Ave,91,Clinton St & Washington Blvd,Subscriber,Male,1995,41.910337,-87.670072,POINT (-87.670072 41.910337),41.88338,-87.64117,POINT (-87.64117 41.88338)
25961533,12/31/2019 12:54:11 PM,12/31/2019 12:59:29 PM,134,318,233,Sangamon St & Washington Blvd,91,Clinton St & Washington Blvd,Subscriber,Male,1988,41.883165,-87.6511,POINT (-87.6511 41.883165),41.88338,-87.64117,POINT (-87.64117 41.88338)
25961532,12/31/2019 12:53:32 PM,12/31/2019 01:00:56 PM,1521,444,197,Michigan Ave & Madison St,41,Federal St & Polk St,Subscriber,Male,1995,41.882134,-87.625125,POINT (-87.625125 41.882134),41.872077633,-87.629543773,POINT (-87.6295437729 41.87207763285)
25961531,12/31/2019 12:53:31 PM,12/31/2019 12:59:48 PM,1619,376,74,Kingsbury St & Erie St,31,Franklin St & Chicago Ave,Subscriber,Male,1985,41.893808056,-87.641697228,POINT (-87.641697227955 41.893808056244),41.896746973,-87.635667622,POINT (-87.635667622089 41.896746973094)
25961530,12/31/2019 12:53:27 PM,12/31/2019 12:58:12 PM,866,285,38,Clark St & Lake St,672,Franklin St & Illinois St,Subscriber,Male,1982,41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773),41.89102331,-87.635479867,POINT (-87.635479867458 41.891023310252)
25961529,12/31/2019 12:52:47 PM,12/31/2019 01:01:08 PM,1099,500,359,Larrabee St & Division St,93,Sheffield Ave & Willow St,Subscriber,Female,1960,41.90348607,-87.643353494,POINT (-87.6433534936 41.90348607004),41.913688,-87.652855,POINT (-87.652855 41.913688)
25961528,12/31/2019 12:52:45 PM,12/31/2019 01:22:52 PM,5097,1807,77,Clinton St & Madison St,276,California Ave & North Ave,Subscriber,Male,1980,41.882242,-87.641066,POINT (-87.641066 41.882242),41.91044,-87.6972,POINT (-87.6972 41.91044)
25961527,12/31/2019 12:52:18 PM,12/31/2019 01:02:08 PM,3786,590,39,Wabash Ave & Adams St,91,Clinton St & Washington Blvd,Subscriber,Male,1982,41.879472352,-87.625688606,POINT (-87.6256886059 41.87947235235),41.88338,-87.64117,POINT (-87.64117 41.88338)
25961526,12/31/2019 12:52:07 PM,12/31/2019 01:00:55 PM,5456,527,303,Broadway & Cornelia Ave,220,Clark St & Drummond Pl,Subscriber,Male,1988,41.945529,-87.646439,POINT (-87.646439 41.945529),41.931248,-87.644336,POINT (-87.644336 41.931248)
25961525,12/31/2019 12:51:56 PM,12/31/2019 12:54:48 PM,5036,172,349,Halsted St & Wrightwood Ave,332,Burling St (Halsted) & Diversey Pkwy (Temp),Subscriber,Female,1990,41.929143,-87.649077,POINT (-87.649077 41.929143),41.93314,-87.64776,POINT (-87.64776 41.93314)
25961524,12/31/2019 12:51:36 PM,12/31/2019 12:55:07 PM,3776,210,91,Clinton St & Washington Blvd,98,LaSalle St & Washington St,Subscriber,Male,1967,41.88338,-87.64117,POINT (-87.64117 41.88338),41.882664,-87.63253,POINT (-87.63253 41.882664)
25961523,12/31/2019 12:51:20 PM,12/31/2019 01:02:46 PM,3660,686,312,Clarendon Ave & Gordon Ter,227,Southport Ave & Waveland Ave,Subscriber,Male,1992,41.957879,-87.649519,POINT (-87.649519 41.957879),41.94815,-87.66394,POINT (-87.66394 41.94815)
25961522,12/31/2019 12:51:17 PM,12/31/2019 01:07:37 PM,5339,980,75,Canal St & Jackson Blvd,168,Michigan Ave & 14th St,Subscriber,Female,1996,41.877245,-87.639366,POINT (-87.639366 41.877245),41.864059,-87.623727,POINT (-87.623727 41.864059)
25961521,12/31/2019 12:50:54 PM,12/31/2019 12:54:57 PM,3734,242,299,Halsted St & Roscoe St,117,Wilton Ave & Belmont Ave,Subscriber,Male,1987,41.94367,-87.64895,POINT (-87.64895 41.94367),41.94018,-87.65304,POINT (-87.65304 41.94018)
25961519,12/31/2019 12:49:43 PM,12/31/2019 12:55:43 PM,6131,359,283,LaSalle St & Jackson Blvd,174,Canal St & Madison St,Subscriber,Male,1964,41.878166,-87.631929,POINT (-87.631929 41.878166),41.882091,-87.639833,POINT (-87.639833 41.882091)
25961518,12/31/2019 12:49:07 PM,12/31/2019 12:52:18 PM,1631,190,463,Clark St & Berwyn Ave,460,Clark St & Bryn Mawr Ave,Subscriber,Male,1966,41.977996654,-87.668047105,POINT (-87.6680471047 41.9779966544),41.983593,-87.669154,POINT (-87.669154 41.983593)
25961517,12/31/2019 12:48:27 PM,12/31/2019 12:54:59 PM,348,391,52,Michigan Ave & Lake St,284,Michigan Ave & Jackson Blvd,Subscriber,Male,1958,41.886024,-87.624117,POINT (-87.624117 41.886024),41.87785,-87.62408,POINT (-87.62408 41.87785)
25961516,12/31/2019 12:48:11 PM,12/31/2019 12:50:26 PM,6236,134,226,Racine Ave & Belmont Ave,117,Wilton Ave & Belmont Ave,Subscriber,Female,1992,41.939743,-87.658865,POINT (-87.658865 41.939743),41.94018,-87.65304,POINT (-87.65304 41.94018)
25961515,12/31/2019 12:48:03 PM,12/31/2019 12:54:31 PM,79,388,192,Canal St & Adams St,81,Daley Center Plaza,Subscriber,Male,1961,41.879255,-87.639904,POINT (-87.639904 41.879255),41.884241,-87.629634,POINT (-87.629634 41.884241)
25961514,12/31/2019 12:47:56 PM,12/31/2019 12:52:47 PM,5457,290,672,Franklin St & Illinois St,74,Kingsbury St & Erie St,Subscriber,Male,1989,41.89102331,-87.635479867,POINT (-87.635479867458 41.891023310252),41.893808056,-87.641697228,POINT (-87.641697227955 41.893808056244)
25961513,12/31/2019 12:47:38 PM,12/31/2019 12:49:40 PM,5934,122,304,Broadway & Waveland Ave,303,Broadway & Cornelia Ave,Subscriber,Male,1991,41.949074,-87.648636,POINT (-87.648636 41.949074),41.945529,-87.646439,POINT (-87.646439 41.945529)
25961512,12/31/2019 12:47:26 PM,12/31/2019 12:53:32 PM,5382,366,672,Franklin St & Illinois St,51,Clark St & Randolph St,Subscriber,Male,1990,41.89102331,-87.635479867,POINT (-87.635479867458 41.891023310252),41.884576228,-87.63188991,POINT (-87.63188991 41.884576228)
25961511,12/31/2019 12:47:01 PM,12/31/2019 12:54:06 PM,3668,424,163,Damen Ave & Clybourn Ave,307,Southport Ave & Clybourn Ave,Subscriber,Female,1987,41.931931,-87.677856,POINT (-87.677856 41.931931),41.920771,-87.663712,POINT (-87.663712 41.920771)
25961510,12/31/2019 12:46:02 PM,12/31/2019 12:53:29 PM,1817,446,48,Larrabee St & Kingsbury St,56,Desplaines St & Kinzie St,Subscriber,Male,1980,41.897764,-87.642884,POINT (-87.642884 41.897764),41.888716036,-87.644447853,POINT (-87.6444478533 41.888716036)
25961508,12/31/2019 12:45:26 PM,12/31/2019 12:52:29 PM,1851,423,35,Streeter Dr & Grand Ave,199,Wabash Ave & Grand Ave,Subscriber,Male,1977,41.892278,-87.612043,POINT (-87.612043 41.892278),41.891466,-87.626761,POINT (-87.626761 41.891466)
25961507,12/31/2019 12:44:41 PM,12/31/2019 01:12:07 PM,1644,1646,471,Francisco Ave & Foster Ave,276,California Ave & North Ave,Subscriber,Female,1991,41.975632725,-87.701419439,POINT (-87.7014194389 41.97563272521),41.91044,-87.6972,POINT (-87.6972 41.91044)
25961506,12/31/2019 12:43:24 PM,12/31/2019 12:49:27 PM,6113,363,131,Lincoln Ave & Belmont Ave,308,Seeley Ave & Roscoe St,Subscriber,Female,1991,41.939365,-87.668385,POINT (-87.668385 41.939365),41.943403,-87.679618,POINT (-87.679618 41.943403)
25961505,12/31/2019 12:42:50 PM,12/31/2019 12:46:36 PM,1408,226,52,Michigan Ave & Lake St,38,Clark St & Lake St,Subscriber,Male,1982,41.886024,-87.624117,POINT (-87.624117 41.886024),41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773)
25961504,12/31/2019 12:42:49 PM,12/31/2019 12:49:48 PM,5397,418,623,Michigan Ave & 8th St,90,Millennium Park,Subscriber,Male,1971,41.872773,-87.623981,POINT (-87.623981 41.872773),41.8810317,-87.62408432,POINT (-87.62408432 41.8810317)
25961503,12/31/2019 12:42:06 PM,12/31/2019 12:46:38 PM,296,271,337,Clark St & Chicago Ave,172,Rush St & Cedar St,Subscriber,Male,1997,41.89675,-87.63089,POINT (-87.63089 41.89675),41.902308701,-87.627690528,POINT (-87.627690528 41.90230870122)
25961501,12/31/2019 12:41:20 PM,12/31/2019 12:43:17 PM,4249,116,624,Dearborn St & Van Buren St,49,Dearborn St & Monroe St,Subscriber,Male,1993,41.876268,-87.629155,POINT (-87.629155 41.876268),41.881319815,-87.629520919,POINT (-87.6295209193 41.881319815)
25961500,12/31/2019 12:40:44 PM,12/31/2019 12:46:24 PM,392,340,113,Bissell St & Armitage Ave,20,Sheffield Ave & Kingsbury St,Subscriber,Male,1994,41.91844,-87.65222,POINT (-87.65222 41.91844),41.910522,-87.653106,POINT (-87.653106 41.910522)
25961499,12/31/2019 12:40:13 PM,12/31/2019 12:42:30 PM,2534,136,128,Damen Ave & Chicago Ave,214,Damen Ave & Grand Ave,Subscriber,Female,1984,41.895769,-87.67722,POINT (-87.67722 41.895769),41.89122,-87.67686,POINT (-87.67686 41.89122)
25961498,12/31/2019 12:40:04 PM,12/31/2019 12:46:21 PM,5176,377,111,Sedgwick St & Huron St,176,Clark St & Elm St,Subscriber,Male,1995,41.894666,-87.638437,POINT (-87.638437 41.894666),41.902973,-87.63128,POINT (-87.63128 41.902973)
25961496,12/31/2019 12:39:34 PM,12/31/2019 12:50:10 PM,389,635,176,Clark St & Elm St,25,Michigan Ave & Pearson St,Subscriber,Male,1982,41.902973,-87.63128,POINT (-87.63128 41.902973),41.89766,-87.62351,POINT (-87.62351 41.89766)
25961497,12/31/2019 12:39:32 PM,12/31/2019 12:56:49 PM,1468,1036,85,Michigan Ave & Oak St,37,Dearborn St & Adams St,Subscriber,Male,1974,41.90096039,-87.62377664,POINT (-87.62377664 41.90096039),41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587)
25961494,12/31/2019 12:39:05 PM,12/31/2019 12:42:09 PM,1099,184,48,Larrabee St & Kingsbury St,359,Larrabee St & Division St,Subscriber,Female,1960,41.897764,-87.642884,POINT (-87.642884 41.897764),41.90348607,-87.643353494,POINT (-87.6433534936 41.90348607004)
25961492,12/31/2019 12:38:58 PM,12/31/2019 12:44:52 PM,101,353,75,Canal St & Jackson Blvd,33,State St & Van Buren St,Subscriber,Male,1974,41.877245,-87.639366,POINT (-87.639366 41.877245),41.877181,-87.627844,POINT (-87.627844 41.877181)
25961493,12/31/2019 12:38:57 PM,12/31/2019 01:13:14 PM,276,2057,265,Cottage Grove Ave & Oakwood Blvd,3,Shedd Aquarium,Subscriber,Male,1987,41.822985,-87.6071,POINT (-87.6071 41.822985),41.867225957,-87.61535539,POINT (-87.6153553902 41.86722595682)
25961489,12/31/2019 12:38:25 PM,12/31/2019 12:42:06 PM,1778,220,515,Paulina St & Howard St,523,Eastlake Ter & Rogers Ave,Subscriber,Female,1990,42.019159,-87.673573,POINT (-87.673573 42.019159),42.020853406,-87.665033787,POINT (-87.665033787489 42.020853406051)
25961490,12/31/2019 12:38:22 PM,12/31/2019 12:43:55 PM,2906,332,340,Clark St & Wrightwood Ave,300,Broadway & Barry Ave,Subscriber,Male,1991,41.929546,-87.643118,POINT (-87.643118 41.929546),41.937725,-87.644095,POINT (-87.644095 41.937725)
25961488,12/31/2019 12:38:06 PM,12/31/2019 12:42:57 PM,2845,290,636,Orleans St & Hubbard St,110,Dearborn St & Erie St,Subscriber,Female,1989,41.890028,-87.636618,POINT (-87.636618 41.890028),41.893992,-87.629318,POINT (-87.629318 41.893992)
25961487,12/31/2019 12:37:57 PM,12/31/2019 12:49:37 PM,5760,699,18,Wacker Dr & Washington St,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1992,41.883132,-87.637321,POINT (-87.637321 41.883132),41.867227,-87.625961,POINT (-87.625961 41.867227)
25961486,12/31/2019 12:37:48 PM,12/31/2019 01:02:56 PM,5418,1508,4,Burnham Harbor,4,Burnham Harbor,Subscriber,Male,1969,41.856268,-87.613348,POINT (-87.613348 41.856268),41.856268,-87.613348,POINT (-87.613348 41.856268)
25961485,12/31/2019 12:37:41 PM,12/31/2019 12:47:40 PM,3508,598,325,Clark St & Winnemac Ave,311,Leavitt St & Lawrence Ave,Subscriber,Male,1953,41.97334,-87.66778,POINT (-87.66778 41.97334),41.968885,-87.684001,POINT (-87.684001 41.968885)
25961482,12/31/2019 12:36:24 PM,12/31/2019 12:39:00 PM,6213,156,623,Michigan Ave & 8th St,255,Indiana Ave & Roosevelt Rd,Subscriber,Male,1972,41.872773,-87.623981,POINT (-87.623981 41.872773),41.867888,-87.623041,POINT (-87.623041 41.867888)
25961481,12/31/2019 12:35:39 PM,12/31/2019 12:42:16 PM,3209,397,289,Wells St & Concord Ln,172,Rush St & Cedar St,Subscriber,Male,1991,41.912133,-87.634656,POINT (-87.634656 41.912133),41.902308701,-87.627690528,POINT (-87.627690528 41.90230870122)
25961479,12/31/2019 12:35:08 PM,12/31/2019 12:37:35 PM,2598,147,66,Clinton St & Lake St,56,Desplaines St & Kinzie St,Subscriber,Male,1963,41.885637,-87.641823,POINT (-87.641823 41.885637),41.888716036,-87.644447853,POINT (-87.6444478533 41.888716036)
25961480,12/31/2019 12:35:08 PM,12/31/2019 12:40:50 PM,3776,341,68,Clinton St & Tilden St,91,Clinton St & Washington Blvd,Subscriber,Male,1967,41.875885,-87.640795,POINT (-87.640795 41.875885),41.88338,-87.64117,POINT (-87.64117 41.88338)
25961478,12/31/2019 12:35:03 PM,12/31/2019 12:43:34 PM,2905,510,84,Milwaukee Ave & Grand Ave,91,Clinton St & Washington Blvd,Subscriber,Male,1904,41.891578,-87.648384,POINT (-87.648384 41.891578),41.88338,-87.64117,POINT (-87.64117 41.88338)
25961477,12/31/2019 12:34:25 PM,12/31/2019 12:37:18 PM,5967,173,195,Columbus Dr & Randolph St,44,State St & Randolph St,Subscriber,Male,1991,41.884728,-87.619521,POINT (-87.619521 41.884728),41.884730201,-87.627733569,POINT (-87.6277335692 41.8847302006)
25961476,12/31/2019 12:34:08 PM,12/31/2019 12:40:33 PM,4060,384,291,Wells St & Evergreen Ave,110,Dearborn St & Erie St,Subscriber,Male,1994,41.906724,-87.63483,POINT (-87.63483 41.906724),41.893992,-87.629318,POINT (-87.629318 41.893992)
25961473,12/31/2019 12:33:21 PM,12/31/2019 12:37:57 PM,3836,276,422,DuSable Museum,204,Prairie Ave & Garfield Blvd,Subscriber,Male,1992,41.791568011,-87.607852177,POINT (-87.6078521774 41.79156801058),41.794853,-87.618691,POINT (-87.618691 41.794853)
25961471,12/31/2019 12:32:03 PM,12/31/2019 12:52:43 PM,4767,1239,94,Clark St & Armitage Ave,657,Wood St & Augusta Blvd,Subscriber,Male,1989,41.918306,-87.636282,POINT (-87.636282 41.918306),41.899181,-87.6722,POINT (-87.6722 41.899181)
25961470,12/31/2019 12:31:46 PM,12/31/2019 12:34:45 PM,2128,179,142,McClurg Ct & Erie St,211,St. Clair St & Erie St,Subscriber,Female,1989,41.894503,-87.617854,POINT (-87.617854 41.894503),41.894448,-87.622663,POINT (-87.622663 41.894448)
25961469,12/31/2019 12:31:45 PM,12/31/2019 12:49:35 PM,5672,1070,143,Sedgwick St & Webster Ave,164,Franklin St & Lake St,Subscriber,Male,1994,41.922167,-87.638888,POINT (-87.638888 41.922167),41.885837,-87.6355,POINT (-87.6355 41.885837)
25961468,12/31/2019 12:31:19 PM,12/31/2019 12:56:37 PM,5661,1517,231,Sheridan Rd & Montrose Ave,454,Broadway & Granville Ave,Subscriber,Female,1976,41.96167,-87.65464,POINT (-87.65464 41.96167),41.994779688,-87.660284535,POINT (-87.6602845349 41.9947796884)
25961467,12/31/2019 12:30:17 PM,12/31/2019 12:36:19 PM,3264,361,24,Fairbanks Ct & Grand Ave,44,State St & Randolph St,Subscriber,Male,1989,41.8925,-87.6207,POINT (-87.6207 41.8925),41.884730201,-87.627733569,POINT (-87.6277335692 41.8847302006)
25961466,12/31/2019 12:29:23 PM,12/31/2019 12:38:24 PM,5988,540,672,Franklin St & Illinois St,26,McClurg Ct & Illinois St,Subscriber,Female,1993,41.89102331,-87.635479867,POINT (-87.635479867458 41.891023310252),41.890359,-87.617532,POINT (-87.617532 41.890359)
25961465,12/31/2019 12:28:35 PM,12/31/2019 12:33:50 PM,1943,314,74,Kingsbury St & Erie St,161,Rush St & Superior St,Subscriber,Male,1993,41.893808056,-87.641697228,POINT (-87.641697227955 41.893808056244),41.895764746,-87.625908033,POINT (-87.6259080327 41.89576474564)
25961464,12/31/2019 12:28:22 PM,12/31/2019 12:33:30 PM,3581,308,53,Wells St & Huron St,133,Kingsbury St & Kinzie St,Subscriber,Male,1992,41.894722,-87.634362,POINT (-87.634362 41.894722),41.889176833,-87.638505772,POINT (-87.6385057718 41.88917683258)
25961462,12/31/2019 12:28:01 PM,12/31/2019 12:33:29 PM,2150,328,53,Wells St & Huron St,133,Kingsbury St & Kinzie St,Subscriber,Male,1987,41.894722,-87.634362,POINT (-87.634362 41.894722),41.889176833,-87.638505772,POINT (-87.6385057718 41.88917683258)
25961463,12/31/2019 12:27:57 PM,12/31/2019 12:33:35 PM,4004,338,351,Cottage Grove Ave & 51st St,336,Cottage Grove Ave & 47th St,Subscriber,Female,1979,41.803038,-87.606615,POINT (-87.606615 41.803038),41.809855,-87.606755,POINT (-87.606755 41.809855)
25961460,12/31/2019 12:26:49 PM,12/31/2019 12:51:12 PM,1989,1463,56,Desplaines St & Kinzie St,76,Lake Shore Dr & Monroe St,Subscriber,Female,1991,41.888716036,-87.644447853,POINT (-87.6444478533 41.888716036),41.880958,-87.616743,POINT (-87.616743 41.880958)
25961459,12/31/2019 12:26:16 PM,12/31/2019 12:38:12 PM,1233,715,123,California Ave & Milwaukee Ave,333,Ashland Ave & Blackhawk St,Subscriber,Male,1989,41.922695,-87.697153,POINT (-87.697153 41.922695),41.907066,-87.667252,POINT (-87.667252 41.907066)
25961458,12/31/2019 12:25:50 PM,12/31/2019 12:30:20 PM,1604,269,134,Peoria St & Jackson Blvd,75,Canal St & Jackson Blvd,Subscriber,Male,1970,41.877641596,-87.649617791,POINT (-87.649617791176 41.877641596275),41.877245,-87.639366,POINT (-87.639366 41.877245)
25961457,12/31/2019 12:24:42 PM,12/31/2019 12:28:39 PM,1987,237,632,Clark St & Newport St,115,Sheffield Ave & Wellington Ave,Subscriber,Male,1994,41.94454,-87.654678,POINT (-87.654678 41.94454),41.936266,-87.652662,POINT (-87.652662 41.936266)
25961456,12/31/2019 12:24:27 PM,12/31/2019 12:32:13 PM,2171,466,164,Franklin St & Lake St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1979,41.885837,-87.6355,POINT (-87.6355 41.885837),41.875932666,-87.630584536,POINT (-87.6305845355 41.8759326655)
25961455,12/31/2019 12:24:26 PM,12/31/2019 12:32:36 PM,4852,490,195,Columbus Dr & Randolph St,174,Canal St & Madison St,Subscriber,Male,1970,41.884728,-87.619521,POINT (-87.619521 41.884728),41.882091,-87.639833,POINT (-87.639833 41.882091)
25961454,12/31/2019 12:23:58 PM,12/31/2019 12:31:16 PM,6274,437,36,Franklin St & Jackson Blvd,672,Franklin St & Illinois St,Subscriber,Male,1989,41.877707956,-87.635321141,POINT (-87.6353211408 41.8777079559),41.89102331,-87.635479867,POINT (-87.635479867458 41.891023310252)
25961453,12/31/2019 12:23:54 PM,12/31/2019 12:30:51 PM,6443,416,46,Wells St & Walton St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Female,1974,41.89993001,-87.63443007,POINT (-87.63443007 41.89993001),41.888243,-87.63639,POINT (-87.63639 41.888243)
25961452,12/31/2019 12:23:26 PM,12/31/2019 12:29:19 PM,966,352,37,Dearborn St & Adams St,174,Canal St & Madison St,Subscriber,Female,1956,41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),41.882091,-87.639833,POINT (-87.639833 41.882091)
25961451,12/31/2019 12:22:55 PM,12/31/2019 12:32:46 PM,1105,591,328,Ellis Ave & 58th St,417,Cornell Ave & Hyde Park Blvd,Subscriber,Male,1993,41.788746,-87.601334,POINT (-87.601334 41.788746),41.802406,-87.586924,POINT (-87.586924 41.802406)
25961450,12/31/2019 12:22:33 PM,12/31/2019 12:58:24 PM,682,2150,143,Sedgwick St & Webster Ave,118,Sedgwick St & North Ave,Subscriber,Male,1989,41.922167,-87.638888,POINT (-87.638888 41.922167),41.911386,-87.638677,POINT (-87.638677 41.911386)
25961449,12/31/2019 12:22:00 PM,12/31/2019 12:27:15 PM,1342,315,37,Dearborn St & Adams St,174,Canal St & Madison St,Subscriber,Male,1961,41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),41.882091,-87.639833,POINT (-87.639833 41.882091)
25961448,12/31/2019 12:21:49 PM,12/31/2019 12:28:28 PM,1276,398,287,Franklin St & Monroe St,394,Clark St & 9th St (AMLI),Subscriber,Male,1995,41.880317,-87.635185,POINT (-87.635185 41.880317),41.870816,-87.631246,POINT (-87.631246 41.870816)
25961447,12/31/2019 12:21:27 PM,12/31/2019 12:23:45 PM,1183,138,214,Damen Ave & Grand Ave,128,Damen Ave & Chicago Ave,Subscriber,Female,1984,41.89122,-87.67686,POINT (-87.67686 41.89122),41.895769,-87.67722,POINT (-87.67722 41.895769)
25961445,12/31/2019 12:20:11 PM,12/31/2019 12:26:56 PM,6218,404,129,Blue Island Ave & 18th St,202,Halsted St & 18th St,Subscriber,Male,1970,41.857556,-87.661535,POINT (-87.661535 41.857556),41.857499,-87.646277,POINT (-87.646277 41.857499)
25961444,12/31/2019 12:20:01 PM,12/31/2019 12:27:01 PM,290,420,45,Michigan Ave & Ida B Wells Dr,168,Michigan Ave & 14th St,Subscriber,Female,1989,41.876243,-87.624426,POINT (-87.624426 41.876243),41.864059,-87.623727,POINT (-87.623727 41.864059)
25961443,12/31/2019 12:19:33 PM,12/31/2019 12:27:28 PM,3225,475,499,Kosciuszko Park,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1988,41.930585371,-87.723777364,POINT (-87.7237773635 41.93058537138),41.929567,-87.707857,POINT (-87.707857 41.929567)
25961442,12/31/2019 12:18:51 PM,12/31/2019 12:54:38 PM,999,2146,157,Lake Shore Dr & Wellington Ave,26,McClurg Ct & Illinois St,Subscriber,Female,1983,41.936688449,-87.636829019,POINT (-87.636829018593 41.9366884495),41.890359,-87.617532,POINT (-87.617532 41.890359)
25961441,12/31/2019 12:18:24 PM,12/31/2019 12:35:11 PM,3303,1006,325,Clark St & Winnemac Ave,660,Sheridan Rd & Columbia Ave,Subscriber,Male,1995,41.97334,-87.66778,POINT (-87.66778 41.97334),42.004583,-87.661406,POINT (-87.661406 42.004583)
25961440,12/31/2019 12:18:16 PM,12/31/2019 12:46:42 PM,3291,1706,176,Clark St & Elm St,74,Kingsbury St & Erie St,Subscriber,Male,1985,41.902973,-87.63128,POINT (-87.63128 41.902973),41.893808056,-87.641697228,POINT (-87.641697227955 41.893808056244)
25961439,12/31/2019 12:18:08 PM,12/31/2019 12:21:52 PM,1949,224,41,Federal St & Polk St,40,LaSalle St & Adams St,Subscriber,Male,1979,41.872077633,-87.629543773,POINT (-87.6295437729 41.87207763285),41.879344373,-87.631985221,POINT (-87.6319852213 41.87934437346)
25961438,12/31/2019 12:18:02 PM,12/31/2019 12:36:44 PM,4144,1122,18,Wacker Dr & Washington St,130,Damen Ave & Division St,Subscriber,Male,1994,41.883132,-87.637321,POINT (-87.637321 41.883132),41.903266,-87.678435,POINT (-87.678435 41.903266)
25961437,12/31/2019 12:17:28 PM,12/31/2019 12:25:53 PM,188,505,67,Sheffield Ave & Fullerton Ave,340,Clark St & Wrightwood Ave,Subscriber,Male,1991,41.925601882,-87.653708042,POINT (-87.6537080423 41.9256018819),41.929546,-87.643118,POINT (-87.643118 41.929546)
25961436,12/31/2019 12:17:20 PM,12/31/2019 12:24:03 PM,3776,402,37,Dearborn St & Adams St,68,Clinton St & Tilden St,Subscriber,Male,1967,41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),41.875885,-87.640795,POINT (-87.640795 41.875885)
25961435,12/31/2019 12:17:03 PM,12/31/2019 12:32:50 PM,1884,947,673,Lincoln Park Conservatory,48,Larrabee St & Kingsbury St,Subscriber,Male,1992,41.923931311,-87.635824531,POINT (-87.635824531317 41.923931311366),41.897764,-87.642884,POINT (-87.642884 41.897764)
